                            Time;          Lat(deg);          Lon(deg);           Alt(km)
  20 Jun 2018 16:00:00.000000000;      4.346956e+01;     -8.054376e+01;      8.000000e-01
  20 Jun 2018 16:00:00.100000000;      4.346955e+01;     -8.054375e+01;      8.000000e-01
  20 Jun 2018 16:00:00.200000000;      4.346953e+01;     -8.054374e+01;      8.000000e-01
  20 Jun 2018 16:00:00.300000000;      4.346952e+01;     -8.054374e+01;      8.000000e-01
  20 Jun 2018 16:00:00.400000000;      4.346950e+01;     -8.054373e+01;      8.000000e-01
  20 Jun 2018 16:00:00.500000000;      4.346949e+01;     -8.054372e+01;      8.000000e-01
  20 Jun 2018 16:00:00.600000000;      4.346947e+01;     -8.054371e+01;      8.000000e-01
  20 Jun 2018 16:00:00.700000000;      4.346946e+01;     -8.054370e+01;      8.000000e-01
  20 Jun 2018 16:00:00.800000000;      4.346944e+01;     -8.054370e+01;      8.000000e-01
  20 Jun 2018 16:00:00.900000000;      4.346943e+01;     -8.054369e+01;      8.000000e-01
  20 Jun 2018 16:00:01.000000000;      4.346941e+01;     -8.054368e+01;      8.000000e-01
  20 Jun 2018 16:00:01.100000000;      4.346940e+01;     -8.054367e+01;      8.000000e-01
  20 Jun 2018 16:00:01.200000000;      4.346938e+01;     -8.054367e+01;      8.000000e-01
  20 Jun 2018 16:00:01.300000000;      4.346937e+01;     -8.054366e+01;      8.000000e-01
  20 Jun 2018 16:00:01.400000000;      4.346935e+01;     -8.054365e+01;      8.000000e-01
  20 Jun 2018 16:00:01.500000000;      4.346933e+01;     -8.054364e+01;      8.000000e-01
  20 Jun 2018 16:00:01.600000000;      4.346932e+01;     -8.054363e+01;      8.000000e-01
  20 Jun 2018 16:00:01.700000000;      4.346930e+01;     -8.054363e+01;      8.000000e-01
  20 Jun 2018 16:00:01.800000000;      4.346929e+01;     -8.054362e+01;      8.000000e-01
  20 Jun 2018 16:00:01.900000000;      4.346927e+01;     -8.054361e+01;      8.000000e-01
  20 Jun 2018 16:00:02.000000000;      4.346926e+01;     -8.054360e+01;      8.000000e-01
  20 Jun 2018 16:00:02.100000000;      4.346924e+01;     -8.054360e+01;      8.000000e-01
  20 Jun 2018 16:00:02.200000000;      4.346923e+01;     -8.054359e+01;      8.000000e-01
  20 Jun 2018 16:00:02.300000000;      4.346921e+01;     -8.054358e+01;      8.000000e-01
  20 Jun 2018 16:00:02.400000000;      4.346920e+01;     -8.054357e+01;      8.000000e-01
  20 Jun 2018 16:00:02.500000000;      4.346918e+01;     -8.054356e+01;      8.000000e-01
  20 Jun 2018 16:00:02.600000000;      4.346917e+01;     -8.054356e+01;      8.000000e-01
  20 Jun 2018 16:00:02.700000000;      4.346915e+01;     -8.054355e+01;      8.000000e-01
  20 Jun 2018 16:00:02.800000000;      4.346914e+01;     -8.054354e+01;      8.000000e-01
  20 Jun 2018 16:00:02.900000000;      4.346912e+01;     -8.054353e+01;      8.000000e-01
  20 Jun 2018 16:00:03.000000000;      4.346911e+01;     -8.054352e+01;      8.000000e-01
  20 Jun 2018 16:00:03.100000000;      4.346909e+01;     -8.054352e+01;      8.000000e-01
  20 Jun 2018 16:00:03.200000000;      4.346908e+01;     -8.054351e+01;      8.000000e-01
  20 Jun 2018 16:00:03.300000000;      4.346906e+01;     -8.054350e+01;      8.000000e-01
  20 Jun 2018 16:00:03.400000000;      4.346905e+01;     -8.054349e+01;      8.000000e-01
