t	sat	1	0	500	0.0.0.0
t	sat	2	0	500	0.0.0.0
t	sat	3	0	500	0.0.0.0
t	lte	4	0	500	7.0.0.2
t	lte	5	0	500	7.0.0.3
t	lte	6	0	500	7.0.0.4
t	lte	7	0	500	7.0.0.5
t	lte	8	0	500	7.0.0.6
t	lte	9	0	500	7.0.0.7
t	lte	10	0	500	7.0.0.8
t	lte	11	0	500	7.0.0.9
t	uav	3221	0.1	501	8.1.1.1
t	uav	3222	0.1	501	8.1.1.2
t	uav	3223	0.1	501	8.1.1.3
t	uav	3224	0.1	501	8.1.1.4
t	uav	3225	0.1	501	8.1.1.5
t	uav	3226	0.1	501	8.1.1.6
t	uav	3227	0.1	501	8.1.1.7
t	uav	3228	0.1	501	8.1.1.8
t	uav	3251	0.101	502	8.1.1.1
t	uav	3252	0.101	502	8.1.1.2
t	uav	3253	0.101	502	8.1.1.3
t	uav	3254	0.101	502	8.1.1.4
t	uav	3255	0.101	502	8.1.1.5
t	uav	3256	0.101	502	8.1.1.6
t	uav	3257	0.101	502	8.1.1.7
t	uav	3258	0.101	502	8.1.1.8
r	UAV	3222	0.11164	501	8.1.1.2	11
r	UAV	3223	0.115068	501	8.1.1.3	12
r	UAV	3225	0.116951	501	8.1.1.5	14
r	UAV	3221	0.120575	501	8.1.1.1	10
r	SAT	1	0.277714	500	10.1.0.2	33
r	SAT	2	0.278838	500	10.2.0.2	34
r	SAT	3	0.28374	500	10.3.0.2	35
t	sat	16091	0.5	500	0.0.0.0
t	sat	16092	0.5	500	0.0.0.0
t	sat	16093	0.5	500	0.0.0.0
t	lte	16094	0.5	500	7.0.0.2
t	lte	16095	0.5	500	7.0.0.3
t	lte	16096	0.5	500	7.0.0.4
t	lte	16097	0.5	500	7.0.0.5
t	lte	16098	0.5	500	7.0.0.6
t	lte	16099	0.5	500	7.0.0.7
t	lte	16100	0.5	500	7.0.0.8
t	lte	16101	0.5	500	7.0.0.9
r	LTE	16096	0.514	500	7.0.0.4	12
r	LTE	16098	0.515	500	7.0.0.6	14
t	uav	19300	0.6	501	8.1.1.1
t	uav	19301	0.6	501	8.1.1.2
t	uav	19302	0.6	501	8.1.1.3
t	uav	19303	0.6	501	8.1.1.4
t	uav	19304	0.6	501	8.1.1.5
t	uav	19305	0.6	501	8.1.1.6
t	uav	19306	0.6	501	8.1.1.7
t	uav	19307	0.6	501	8.1.1.8
t	uav	19331	0.601	502	8.1.1.1
t	uav	19332	0.601	502	8.1.1.2
t	uav	19333	0.601	502	8.1.1.3
t	uav	19334	0.601	502	8.1.1.4
t	uav	19335	0.601	502	8.1.1.5
t	uav	19336	0.601	502	8.1.1.6
t	uav	19337	0.601	502	8.1.1.7
t	uav	19338	0.601	502	8.1.1.8
r	UAV	19300	0.610803	501	8.1.1.1	10
r	UAV	19301	0.611918	501	8.1.1.2	11
r	UAV	19302	0.613047	501	8.1.1.3	12
r	UAV	19304	0.614189	501	8.1.1.5	14
r	SAT	16092	0.761833	500	10.2.0.2	34
r	SAT	16091	0.764709	500	10.1.0.2	33
r	SAT	16093	0.765054	500	10.3.0.2	35
t	sat	32143	1	500	0.0.0.0
t	sat	32144	1	500	0.0.0.0
t	sat	32145	1	500	0.0.0.0
t	lte	32146	1	500	7.0.0.2
t	lte	32147	1	500	7.0.0.3
t	lte	32148	1	500	7.0.0.4
t	lte	32149	1	500	7.0.0.5
t	lte	32150	1	500	7.0.0.6
t	lte	32151	1	500	7.0.0.7
t	lte	32152	1	500	7.0.0.8
t	lte	32153	1	500	7.0.0.9
r	LTE	32148	1.014	500	7.0.0.4	12
r	LTE	32150	1.015	500	7.0.0.6	14
t	uav	35354	1.1	501	8.1.1.1
t	uav	35355	1.1	501	8.1.1.2
t	uav	35356	1.1	501	8.1.1.3
t	uav	35357	1.1	501	8.1.1.4
t	uav	35358	1.1	501	8.1.1.5
t	uav	35359	1.1	501	8.1.1.6
t	uav	35360	1.1	501	8.1.1.7
t	uav	35361	1.1	501	8.1.1.8
t	uav	35385	1.101	502	8.1.1.1
t	uav	35386	1.101	502	8.1.1.2
t	uav	35387	1.101	502	8.1.1.3
t	uav	35388	1.101	502	8.1.1.4
t	uav	35389	1.101	502	8.1.1.5
t	uav	35390	1.101	502	8.1.1.6
t	uav	35391	1.101	502	8.1.1.7
t	uav	35392	1.101	502	8.1.1.8
r	UAV	35354	1.11228	501	8.1.1.1	10
r	UAV	35355	1.11327	501	8.1.1.2	11
r	UAV	35356	1.11429	501	8.1.1.3	12
r	UAV	35358	1.11529	501	8.1.1.5	14
r	SAT	32144	1.26185	500	10.2.0.2	34
r	SAT	32143	1.26473	500	10.1.0.2	33
r	SAT	32145	1.26507	500	10.3.0.2	35
t	sat	48201	1.5	500	0.0.0.0
t	sat	48202	1.5	500	0.0.0.0
t	sat	48203	1.5	500	0.0.0.0
t	lte	48204	1.5	500	7.0.0.2
t	lte	48205	1.5	500	7.0.0.3
t	lte	48206	1.5	500	7.0.0.4
t	lte	48207	1.5	500	7.0.0.5
t	lte	48208	1.5	500	7.0.0.6
t	lte	48209	1.5	500	7.0.0.7
t	lte	48210	1.5	500	7.0.0.8
t	lte	48211	1.5	500	7.0.0.9
r	LTE	48206	1.514	500	7.0.0.4	12
r	LTE	48208	1.515	500	7.0.0.6	14
t	uav	51410	1.6	501	8.1.1.1
t	uav	51411	1.6	501	8.1.1.2
t	uav	51412	1.6	501	8.1.1.3
t	uav	51413	1.6	501	8.1.1.4
t	uav	51414	1.6	501	8.1.1.5
t	uav	51415	1.6	501	8.1.1.6
t	uav	51416	1.6	501	8.1.1.7
t	uav	51417	1.6	501	8.1.1.8
t	uav	51441	1.601	502	8.1.1.1
t	uav	51442	1.601	502	8.1.1.2
t	uav	51443	1.601	502	8.1.1.3
t	uav	51444	1.601	502	8.1.1.4
t	uav	51445	1.601	502	8.1.1.5
t	uav	51446	1.601	502	8.1.1.6
t	uav	51447	1.601	502	8.1.1.7
t	uav	51448	1.601	502	8.1.1.8
r	UAV	51410	1.6108	501	8.1.1.1	10
r	UAV	51411	1.61178	501	8.1.1.2	11
r	UAV	51412	1.61292	501	8.1.1.3	12
r	UAV	51414	1.6139	501	8.1.1.5	14
r	SAT	48202	1.76183	500	10.2.0.2	34
r	SAT	48201	1.76471	500	10.1.0.2	33
r	SAT	48203	1.76506	500	10.3.0.2	35
t	sat	64253	2	500	0.0.0.0
t	sat	64254	2	500	0.0.0.0
t	sat	64255	2	500	0.0.0.0
t	lte	64256	2	500	7.0.0.2
t	lte	64257	2	500	7.0.0.3
t	lte	64258	2	500	7.0.0.4
t	lte	64259	2	500	7.0.0.5
t	lte	64260	2	500	7.0.0.6
t	lte	64261	2	500	7.0.0.7
t	lte	64262	2	500	7.0.0.8
t	lte	64263	2	500	7.0.0.9
r	LTE	64258	2.014	500	7.0.0.4	12
r	LTE	64260	2.015	500	7.0.0.6	14
t	uav	67461	2.1	501	8.1.1.1
t	uav	67462	2.1	501	8.1.1.2
t	uav	67463	2.1	501	8.1.1.3
t	uav	67464	2.1	501	8.1.1.4
t	uav	67465	2.1	501	8.1.1.5
t	uav	67466	2.1	501	8.1.1.6
t	uav	67467	2.1	501	8.1.1.7
t	uav	67468	2.1	501	8.1.1.8
t	uav	67492	2.101	502	8.1.1.1
t	uav	67493	2.101	502	8.1.1.2
t	uav	67494	2.101	502	8.1.1.3
t	uav	67495	2.101	502	8.1.1.4
t	uav	67496	2.101	502	8.1.1.5
t	uav	67497	2.101	502	8.1.1.6
t	uav	67498	2.101	502	8.1.1.7
t	uav	67499	2.101	502	8.1.1.8
r	UAV	67461	2.11223	501	8.1.1.1	10
r	UAV	67462	2.11328	501	8.1.1.2	11
r	UAV	67463	2.11434	501	8.1.1.3	12
r	UAV	67465	2.11533	501	8.1.1.5	14
r	SAT	64254	2.26185	500	10.2.0.2	34
r	SAT	64253	2.26473	500	10.1.0.2	33
r	SAT	64255	2.26507	500	10.3.0.2	35
t	sat	80311	2.5	500	0.0.0.0
t	sat	80312	2.5	500	0.0.0.0
t	sat	80313	2.5	500	0.0.0.0
t	lte	80314	2.5	500	7.0.0.2
t	lte	80315	2.5	500	7.0.0.3
t	lte	80316	2.5	500	7.0.0.4
t	lte	80317	2.5	500	7.0.0.5
t	lte	80318	2.5	500	7.0.0.6
t	lte	80319	2.5	500	7.0.0.7
t	lte	80320	2.5	500	7.0.0.8
t	lte	80321	2.5	500	7.0.0.9
r	LTE	80316	2.514	500	7.0.0.4	12
r	LTE	80318	2.515	500	7.0.0.6	14
t	uav	83520	2.6	501	8.1.1.1
