t	lte	1	0	500	7.0.0.2
t	lte	2	0	500	7.0.0.3
t	lte	3	0	500	7.0.0.4
t	lte	4	0	500	7.0.0.5
t	lte	5	0	500	7.0.0.6
t	lte	6	0	500	7.0.0.7
t	lte	7	0	500	7.0.0.8
t	lte	8	0	500	7.0.0.9
t	lte	9	0	500	7.0.0.10
t	lte	10	0	500	7.0.0.11
t	uav	3227	0.1	501	8.1.1.1
t	uav	3228	0.1	501	8.1.1.2
t	uav	3229	0.1	501	8.1.1.3
t	uav	3230	0.1	501	8.1.1.4
t	uav	3231	0.1	501	8.1.1.5
t	uav	3232	0.1	501	8.1.1.6
t	uav	3233	0.1	501	8.1.1.7
t	uav	3234	0.1	501	8.1.1.8
t	uav	3235	0.1	501	8.1.1.9
t	uav	3236	0.1	501	8.1.1.10
r	UAV	3235	0.112511	501	8.1.1.9	28
r	UAV	3232	0.115131	501	8.1.1.6	25
r	UAV	3231	0.11729	501	8.1.1.5	24
r	UAV	3229	0.118342	501	8.1.1.3	22
r	UAV	3234	0.122237	501	8.1.1.8	27
r	UAV	3236	0.123392	501	8.1.1.10	29
r	UAV	3227	0.124391	501	8.1.1.1	20
t	lte	16090	0.5	500	7.0.0.2
t	lte	16091	0.5	500	7.0.0.3
t	lte	16092	0.5	500	7.0.0.4
t	lte	16093	0.5	500	7.0.0.5
t	lte	16094	0.5	500	7.0.0.6
t	lte	16095	0.5	500	7.0.0.7
t	lte	16096	0.5	500	7.0.0.8
t	lte	16097	0.5	500	7.0.0.9
t	lte	16098	0.5	500	7.0.0.10
t	lte	16099	0.5	500	7.0.0.11
r	LTE	16091	0.514	500	7.0.0.3	21
r	LTE	16093	0.515	500	7.0.0.5	23
r	LTE	16097	0.516	500	7.0.0.9	27
r	LTE	16096	0.517	500	7.0.0.8	26
t	uav	19309	0.6	501	8.1.1.1
t	uav	19310	0.6	501	8.1.1.2
t	uav	19311	0.6	501	8.1.1.3
t	uav	19312	0.6	501	8.1.1.4
t	uav	19313	0.6	501	8.1.1.5
