                            Time;          Lat(deg);          Lon(deg);           Alt(km)
  20 Jun 2018 16:00:02.500000000;      4.347696e+01;     -8.053993e+01;      8.000000e-01
  20 Jun 2018 16:00:02.600000000;      4.347696e+01;     -8.053993e+01;      8.000000e-01
  20 Jun 2018 16:00:02.700000000;      4.347696e+01;     -8.053993e+01;      8.000000e-01
  20 Jun 2018 16:00:02.800000000;      4.347696e+01;     -8.053992e+01;      8.000000e-01
  20 Jun 2018 16:00:02.900000000;      4.347696e+01;     -8.053992e+01;      8.000000e-01
  20 Jun 2018 16:00:03.000000000;      4.347696e+01;     -8.053992e+01;      8.000000e-01
  20 Jun 2018 16:00:03.100000000;      4.347696e+01;     -8.053991e+01;      8.000000e-01
  20 Jun 2018 16:00:03.200000000;      4.347697e+01;     -8.053991e+01;      8.000000e-01
  20 Jun 2018 16:00:03.300000000;      4.347697e+01;     -8.053991e+01;      8.000000e-01
  20 Jun 2018 16:00:03.400000000;      4.347697e+01;     -8.053990e+01;      8.000000e-01
  20 Jun 2018 16:00:03.500000000;      4.347697e+01;     -8.053990e+01;      8.000000e-01
  20 Jun 2018 16:00:03.600000000;      4.347697e+01;     -8.053990e+01;      8.000000e-01
  20 Jun 2018 16:00:03.700000000;      4.347697e+01;     -8.053989e+01;      8.000000e-01
  20 Jun 2018 16:00:03.800000000;      4.347697e+01;     -8.053989e+01;      8.000000e-01
  20 Jun 2018 16:00:03.900000000;      4.347697e+01;     -8.053989e+01;      8.000000e-01
  20 Jun 2018 16:00:04.000000000;      4.347697e+01;     -8.053989e+01;      8.000000e-01
  20 Jun 2018 16:00:04.100000000;      4.347697e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:04.200000000;      4.347697e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:04.300000000;      4.347698e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:04.400000000;      4.347698e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:04.500000000;      4.347698e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:04.600000000;      4.347698e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:04.700000000;      4.347698e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:04.800000000;      4.347698e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:04.900000000;      4.347698e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:05.000000000;      4.347698e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:05.100000000;      4.347698e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:05.200000000;      4.347698e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:05.300000000;      4.347698e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:05.400000000;      4.347698e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:05.500000000;      4.347698e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:05.600000000;      4.347698e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:05.700000000;      4.347698e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:05.800000000;      4.347698e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:05.900000000;      4.347698e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:06.000000000;      4.347698e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:06.100000000;      4.347698e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:06.200000000;      4.347698e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:06.300000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:06.400000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:06.500000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:06.600000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:06.700000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:06.800000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:06.900000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:07.000000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:07.100000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:07.200000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:07.300000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:07.400000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:07.500000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:07.600000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:07.700000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:07.800000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:07.900000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:08.000000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:08.100000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:08.200000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:08.300000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:08.400000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:08.500000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:08.600000000;      4.347699e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:08.700000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:08.800000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:08.900000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:09.000000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:09.100000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:09.200000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:09.300000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:09.400000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:09.500000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:09.600000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:09.700000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:09.800000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:09.900000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:10.000000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:10.100000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:10.200000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:10.300000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:10.400000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:10.500000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:10.600000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:10.700000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:10.800000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:10.900000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:11.000000000;      4.347700e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:11.100000000;      4.347701e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:11.200000000;      4.347701e+01;     -8.053985e+01;      8.000000e-01
  20 Jun 2018 16:00:11.300000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:11.400000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:11.500000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:11.600000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:11.700000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:11.800000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:11.900000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:12.000000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:12.100000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:12.200000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:12.300000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:12.400000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:12.500000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:12.600000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:12.700000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:12.800000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:12.900000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:13.000000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:13.100000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:13.200000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:13.300000000;      4.347701e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:13.400000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:13.500000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:13.600000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:13.700000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:13.800000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:13.900000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:14.000000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:14.100000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:14.200000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:14.300000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:14.400000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:14.500000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:14.600000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:14.700000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:14.800000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:14.900000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:15.000000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:15.100000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:15.200000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:15.300000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:15.400000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:15.500000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:15.600000000;      4.347702e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:15.700000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:15.800000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:15.900000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:16.000000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:16.100000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:16.200000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:16.300000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:16.400000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:16.500000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:16.600000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:16.700000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:16.800000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:16.900000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:17.000000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:17.100000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:17.200000000;      4.347703e+01;     -8.053986e+01;      8.000000e-01
  20 Jun 2018 16:00:17.300000000;      4.347703e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:17.400000000;      4.347703e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:17.500000000;      4.347703e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:17.600000000;      4.347703e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:17.700000000;      4.347703e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:17.800000000;      4.347703e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:17.900000000;      4.347703e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:18.000000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:18.100000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:18.200000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:18.300000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:18.400000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:18.500000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:18.600000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:18.700000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:18.800000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:18.900000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:19.000000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:19.100000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:19.200000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:19.300000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:19.400000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:19.500000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:19.600000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:19.700000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:19.800000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:19.900000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:20.000000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:20.100000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:20.200000000;      4.347704e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:20.300000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:20.400000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:20.500000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:20.600000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:20.700000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:20.800000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:20.900000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:21.000000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:21.100000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:21.200000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:21.300000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:21.400000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:21.500000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:21.600000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:21.700000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:21.800000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:21.900000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:22.000000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:22.100000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:22.200000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:22.300000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:22.400000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:22.500000000;      4.347705e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:22.600000000;      4.347706e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:22.700000000;      4.347706e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:22.800000000;      4.347706e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:22.900000000;      4.347706e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:23.000000000;      4.347706e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:23.100000000;      4.347706e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:23.200000000;      4.347706e+01;     -8.053987e+01;      8.000000e-01
  20 Jun 2018 16:00:23.300000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:23.400000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:23.500000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:23.600000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:23.700000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:23.800000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:23.900000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:24.000000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:24.100000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:24.200000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:24.300000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:24.400000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:24.500000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:24.600000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:24.700000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:24.800000000;      4.347706e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:24.900000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:25.000000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:25.100000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:25.200000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:25.300000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:25.400000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:25.500000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:25.600000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:25.700000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:25.800000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:25.900000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:26.000000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:26.100000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:26.200000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:26.300000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:26.400000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:26.500000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:26.600000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:26.700000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:26.800000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:26.900000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:27.000000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:27.100000000;      4.347707e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:27.200000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:27.300000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:27.400000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:27.500000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:27.600000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:27.700000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:27.800000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:27.900000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:28.000000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:28.100000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:28.200000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:28.300000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:28.400000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:28.500000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:28.600000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:28.700000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:28.800000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
  20 Jun 2018 16:00:28.900000000;      4.347708e+01;     -8.053988e+01;      8.000000e-01
