0.0613096	rUlC	uav3	13	2087.669286	966.422075	0.0013
0.811013	rUlC	sat	24	1713.393921	338.265263	0.0024
0.811013	rUlC	sat	6	2201.020878	1141.621473	0.0006
0.811013	rUlC	sat	10	1639.826464	1591.081650	0.001
0.902006	rUlC	sat	17	1900.359677	441.640346	0.0017
0.90535	rUlC	sat	22	1677.053762	1613.109278	0.0022
0.908695	rUlC	sat	5	1792.838314	16.709877	0.0005
1.00067	rUlC	sat	25	1977.677700	1738.795200	0.0025
1.00401	rUlC	sat	29	1980.891600	1732.749800	0.0029
1.00736	rUlC	sat	2	2316.360768	1210.244087	0.0002
1.0107	rUlC	sat	12	1773.893103	1407.360548	0.0012
1.02193	rUlC	lte	0	1500.668923	467.683313	1
1.02593	rUlC	lte	4	1082.771494	1319.725062	1.0004
1.02693	rUlC	lte	9	1185.191602	798.648557	1.0009
1.02693	rUlC	lte	19	1264.295687	746.307411	1.0019
1.02893	rUlC	lte	15	1225.868784	796.235229	1.0015
1.02993	rUlC	lte	26	1057.729087	847.949166	1.0026
1.03293	rUlC	lte	27	758.814806	1161.916917	1.0027
1.03393	rUlC	lte	7	663.059949	1115.272145	1.0007
1.03393	rUlC	lte	23	768.695527	1154.904871	1.0023
1.04393	rUlC	lte	10	1626.723135	1584.698952	1.001
1.04593	rUlC	lte	12	1779.177376	1397.250793	1.0012
1.04593	rUlC	lte	14	1835.235429	1295.333765	1.0014
1.04593	rUlC	lte	22	1664.772973	1607.126968	1.0022
1.05293	rUlC	lte	13	2089.915318	977.807777	1.0013
1.05293	rUlC	lte	18	348.352292	965.862719	1.0018
1.05701	rUlC	uav1	29	1980.891600	1732.749800	0.0029
1.05756	rUlC	uav1	29	1980.891600	1732.749800	1.0029
1.05793	rUlC	lte	24	1700.449319	344.909916	1.0024
1.10267	rUlC	sat	14	1828.590183	1304.957556	0.0014
1.10602	rUlC	sat	15	1237.162626	787.144466	0.0015
1.10936	rUlC	sat	0	1514.259300	459.051300	0
1.20134	rUlC	sat	4	1095.845599	1326.093769	0.0004
1.20401	rUlC	sat	18	360.453167	971.757314	0.0018
1.20736	rUlC	sat	11	1867.037198	1973.472154	0.0011
